pub_date,title,description,link
2021-01-14 00:00:00,"포스코, 수출선박에 중기 물량 함께 싣는다",[파이낸셜뉴스] 포스코가 수출 선박을 구하지 못해 어려움을 겪고 있는 중소 고객사를 위해 '합적배선 시스템'을 운영한다. 포스코의 수출선박에 남는 공간을 활용해 중소 고객사들의 제,http://www.fnnews.com/news/202101141111009226
2021-01-14 00:00:00,<부고> 최병환씨(전 국무1차장) 모친상,"▲ 이차순씨 별세· 최병환씨(전 국무1차장) 모친상=13일 신촌세브란스병원, 발인 15일 오전 4시50분. (02)2227-7563",http://www.fnnews.com/news/202101140830483494
2021-01-14 00:00:00,전기히터·온풍기·컨벡터… 우리집에 딱 맞는 난방가전은,"쿠쿠전자 맘편한 가습기 위닉스 올바른 가습기 가습기는 초음파식, 가열식, 자연기화식 3가지로 구분된다. 각 유형마다 장단점이 있기 때문에 제품별로 특징을 확실히 숙지하고 구매하는 ",http://www.fnnews.com/news/202101141645172659
2021-01-14 00:00:00,"방송인 장성규, 시상식 상금 나눠줬다 부정청탁 혐의 피소(전문)",방송인 장성규. (사진=장성규 인스타그램) /사진=뉴시스 [파이낸셜뉴스] 방송인 장성규씨(38)가 시상식 상금으로 받은 500만원 일부를 PD에 전달해 부정청탁 혐의로 고소당했다.,http://www.fnnews.com/news/202011230944018251
2021-01-14 00:00:00,"샘표, 소포장 반찬 '쓱쓱싹싹 밥도둑' 출시","샘표 '쓱쓱싹싹 밥도둑' 6종 [파이낸셜뉴스] 샘표는 소포장 반찬 신제품 '쓱쓱싹싹 밥도둑' 6종을 출시했다고 14일 밝혔다. 이번 신제품은 쇠고기 장조림, 돼지고기 장조림, 메추",http://www.fnnews.com/news/202101140813448897
2021-01-14 09:00:00,"美, 강제노동으로 만든 위구르지역 면화·토마토 수입 중단",중국 신장위구르 자치구의 카시가르의 한 상점에서 지난 2017년 11월4일 위구르 여성이 아이에게 중국어를 가르치고 있다. 미국 정부는 13일(현지시간) 중국 위구르 지역에서 면화,http://www.fnnews.com/news/202101140643186726
2021-01-15 00:00:00,"정세균 ""오늘 거리두기 조정 논의..무거운 책임감""","정세균 국무총리가 15일 서울 종로구 정부서울청사에서 코로나19 대응 중앙재난안전대책본부 회의를 주재하고 있다. 뉴스1 [파이낸셜뉴스] 정세균 국무총리는 15일 ""내주부터 적용할 ",http://www.fnnews.com/news/202101150908154534
2021-01-15 00:00:00,"[공시] 동양, 467억원 규모 국회대로 지하차도 공사 수주",[파이낸셜뉴스] 동양은 15일 467억원 규모의 국회대로 지하차도 및 상부공원화 건설 공사를 수주했다고 공시했다. 계약 금액은 지난 2019년 매출액 기준 8.67% 규모다. ss,http://www.fnnews.com/news/202101151419552453
2021-01-15 00:00:00,"윤영석 ""安 입당 안해도 경선 참여토록 문호 개방해야""","윤영석 국민의힘 의원 [파이낸셜뉴스] 윤영석 국민의힘 의원은 오는 4월 서울시장 보궐선거를 앞두고 야권 후보들간의 상호 비판이 쏟아져 나오고 있는 것에 대해 ""제살깎기식 상호비방을",http://www.fnnews.com/news/202101151709588287
2021-01-15 00:00:00,"이재명 ""경제위기 속에 국가는 쏙 빠지고 국민만 짐 져""","이재명 경기도지사 [수원=뉴시스]박상욱 기자 = 이재명 경기도지사는 15일 ""적자재정 걱정하며 아무 문제 없는 국채비율에 매달릴 때가 아니라 과감한 가계지원으로 격차 해소와 위기 ",http://www.fnnews.com/news/202101152043509137
2021-01-15 00:00:00,"여수시, 올 노인일자리 지원사업 본격 추진...'전남 최대' 규모",【파이낸셜뉴스 여수=황태종 기자】전남 여수시는 올 노인일자리 및 사회활동 지원사업을 오는 18일부터 본격 추진한다고 밝혔다. 시는 지난해 보다 4억 6200만원 증가한 211억 3,http://www.fnnews.com/news/202101151354583560
2021-01-15 09:00:00,'끝났나 했더니..' 동부구치소 발 확진자 5명 추가,/사진=뉴스1화상 [파이낸셜뉴스] 서울동부구치소 발 코로나19 확진자가 다섯 명 늘었다. 이틀 간 추가 확진자가 나오지 않던 교정시설에서 다시 확진자가 발생한 것이다. 15일 법무,http://www.fnnews.com/news/202101151034054052
2021-01-15 09:00:00,"헌재, 대북전단살포금지법 소원 심리 착수",/사진=뉴스1 [파이낸셜뉴스] 헌법재판소가 보수 변호사단체들이 제기한 대북전단살포금지법(남북관계발전법) 헌법소원에 대한 심리에 착수했다. 한반도 인권과 통일을 위한 변호사모임(한변,http://www.fnnews.com/news/202101151541211123
2021-01-16 00:00:00,[속보]사회적 거리두기 2주 연장…5인이상 모임금지 지속,[파이낸셜뉴스] 디지털편집팀,http://www.fnnews.com/news/202101160848227101
2021-01-16 09:00:00,"루트하우스 ‘탈모예방, 두피에 초점 둔 성분의 샴푸 헤어토닉 선택해야”","최근 들어 탈모를 겪는 이들이 많아졌다. 기존에는 탈모란 노화, 유전으로 발생하는 증상으로 여겼는데, 이제는 젊은 세대에서도 탈모를 고민하는 경우가 많아졌다. 스트레스, 영양부족,",http://www.fnnews.com/news/202101151347191804
2021-01-17 00:00:00,하남시 민원행정 종합평가 꼴찌에서 3계단 ‘껑충’,김상호 하남시장 작년 11월24일 감일지구 입주민 민원 해결 위한 민관공협의회 회의 주재. 사진제공=하남시 【파이낸셜뉴스 하남=강근주 기자】 하남시가 절치부심한 끝에 ‘2020년 ,http://www.fnnews.com/news/202101170520474442
2021-01-17 00:00:00,광명시 재개발-재건축 석면 집중관리…매뉴얼 마련,광명시 석면 안전관리 시민감시단 활동. 사진제공=광명시 【파이낸셜뉴스 광명=강근주 기자】 광명시가 관내 재개발-재건축 공사현장이 늘어나자 시민 안전과 건강을 보호하기 위해 ‘석면-,http://www.fnnews.com/news/202101170753269527
2021-01-17 00:00:00,[코로나19] 파주시 예방접종 전담TF 발족,파주시청 출입구. 사진제공=파주시 【파이낸셜뉴스 파주=강근주 기자】 파주시가 코로나19 예방접종 시행 전담TF팀을 구성한다. 코로나19 백신의 신속하고 안전한 접종을 위해서다. 최,http://www.fnnews.com/news/202101170456507886
2021-01-17 00:00:00,"'35년 철권통치' 무세베니 우간다 대통령, 6선 성공",[주바(남수단)=AP/뉴시스]지난 2018년 5월3일(현지시간) 사진에서 요웨리 무세베니 우간다 대통령이 남수단 주바에서 열린 특별당대회에서 연설하고 있다. 2021.1.17. [,http://www.fnnews.com/news/202101170238343833
2021-01-17 00:00:00,"김은수 한화갤러리아 대표, 대한사격연맹회장 선임","김은수 한화갤러리아 대표(사진)가 제30대 대한사격연맹회장으로 선임됐다. 연맹회장 입후보 등록에 단독 후보로 출마한 김 회장에 대해 대한사격연맹은 17일 ""선거관리위원회는 단일 후",http://www.fnnews.com/news/202101171802094736
2021-01-17 00:00:00,"""김태희보다 이쁘다""던 치과의사 이수진 ""죄송해요, 태희님""",치과의사 이수진 인스타그램 갈무리 © 뉴스1 /사진=뉴스1 [파이낸셜뉴스] 나이를 잊은 동안 외모로 주목받고 있는 치과의사 이수진이 배우 김태희에게 사과의 말을 전했다. 이수진은 ,http://www.fnnews.com/news/202101171459463881
2021-01-17 00:00:00,영하의 날씨 속 선별진료소,17일 오전 서울역 광장에 마련된 코로나19 임시선별진료소에서 시민들이 검사를 받고 있다. 사진=서동일 기자 17일 오전 서울역 광장에 마련된 코로나19 임시선별진료소에서 시민들이,http://www.fnnews.com/news/202101171117283509
2021-01-18 00:00:00,제24대 울산대 총동문회장에 강문기 한주이엔씨㈜ 대표,강문기 한주이엔씨㈜ 대표가 제24대 울산대학교 총동문회장에 취임했다. 임기는 2년이다. 강 회장은 울산대학교 산업공학과와 건축학과를 졸업했다. 【파이낸셜뉴스 울산=최수상 기자】 울,http://www.fnnews.com/news/202101181629276713
2021-01-18 00:00:00,"노르웨이, 29명 사망 '화이자 백신참사'에 노인층 접종 딜레마",(서울=뉴스1) 박형기 기자 = 노르웨이에서 화이자·바이오앤텍 코로나19 백신을 맞은 직후 모두 29명이 사망함에 따라 고령층 백신 접종에 대한 논란이 급부상하고 있다.노르웨이 보,http://www.fnnews.com/news/202101180955500253
2021-01-18 00:00:00,"금태섭 ""부동산 답변 회피한 문 대통령, 무책임·무능""","/사진=뉴스1 [파이낸셜뉴스] 금태섭 전 더불어민주당 의원은 18일 문재인 대통령의 신년 기자회견에 대해 ""무책임하고 무능한 것이 아닌가 하는 생각이 들었다""고 평가했다. 금 전 ",http://www.fnnews.com/news/202101181956495096
2021-01-18 00:00:00,"우리금융, '우리동네 선한 가게' 참가자 모집",[파이낸셜뉴스] 우리금융그룹은 '우리동네 선(善)한가게' 사업에 참여할 소상공인을 모집한다고 18일 밝혔다. 이번 사업은 코로나19 장기화로 인한 경제적 어려움에도 불구하고 주변의,http://www.fnnews.com/news/202101181357294733
2021-01-18 00:00:00,"""법무부 이건 아니잖아요"" 박준영, 추미애·정한중 직격 비판",박준영 변호사 2021.1.13/뉴스1 © News1 구윤성 기자 (서울=뉴스1) 류석우 기자 = 대검찰청 과거사진상조사단에서 김학의 전 법무부 차관 별장 성접대 의혹사건을 조사한,http://www.fnnews.com/news/202101180755483448
2021-01-18 00:00:00,"이재용, 운명의 파기환송심…관전포인트 '준법감시·뇌물'",[서울=뉴시스]최진석 기자 = 이재용 삼성전자 부회장이 지난해 12월30일 오후 서울 서초구 서울고등법원에서 열린 국정농단 관련 파기환송심 10차 공판에 출석하고 있다. 2020.,http://www.fnnews.com/news/202101180501449668
2021-01-18 00:00:00,"""부동산 양도세 완화해야"" 국민 10명중 5명이 찬성",(사진제공=리얼미터) © 뉴스1 /사진=뉴스1 [파이낸셜뉴스] 국민 10명 중 절반은 부동산 양도소득세 완화에 찬성한다는 여론조사 결과가 18일 나왔다. 여론조사 전문업체 리얼미터,http://www.fnnews.com/news/202101180825222957
2021-01-18 00:00:00,설 상여금 지급 기업 5년 이래 최저,사람인 제공 [파이낸셜뉴스] 불경기에 직장인의 또 하나의 수입인 ‘설 상여금’이 대폭 쪼그라들 전망이다. 18일 구인구직 매칭플랫폼 사람인이 기업 573개사를 대상으로 ‘설 상여금,http://www.fnnews.com/news/202101180953299514
2021-01-18 00:00:00,[특징주] 이재용 부회장 법정 구속…호텔신라 상승,이재용 삼성전자 부회장이 18일 오후 서울 서초구 서울고등법원에서 열린 '국정농단 사건' 관련 뇌물공여 등 파기환송심 선고공판에 출석하고 있다. 이 부회장은 1심에서 징역 5년의 ,http://www.fnnews.com/news/202101181432588241
2021-01-18 00:36:10,"결혼 후 최악의 배우자는.. 女 ""상사같은 남편' 男은?","[파이낸셜뉴스] 결혼상대를 고르고 골라서 어렵게 결혼에 골인한 후 실제 결혼생활에 들어갔을 때 어떤 이미지의 배우자가 최고 혹은 최악일까? 결혼 후 남성에게는 '시어머니같은 아내'가 최악인 반면 '엄마같은 아내'가 최고이고, 여성에게는 '상사같은 남편'과 '친구같은 남편'이 각각 최악, 최고인 것으로 드러났다. 결혼정보회사 비에나래가 재혼전문..",https://www.fnnews.com/news/202101180933523476
2021-01-18 08:55:30,"""코로나 백신 운반 특수 잡아라"" 냉동 전용 컨테이너 박스 뜬다",코로나19 백신 개발 소식에 전 세계적으로 냉동 전용 컨테이너 박스를 갖춘 선박에 대한 관심도 커지고 있다. 코로나19 백신은 운송·보관하는데 영하 수십 도를 유지해주는 냉동고가 필요하기 때문에 이 조건에 맞는 컨테이너 선박을 갖춘 운송업체만 가능하다. 현재는 의약품 운송 조건 등에 맞는 항공 위주로 운송이 이뤄지고 있지만 추후 본격적..,https://www.fnnews.com/news/202101181755309379
2021-01-19 00:00:00,얼굴 16곳 체온 측정… 방역·보안 한번에,미루시스템즈가 안면인식 발열체크 및 전자출입명부 솔루션 '엠바이오패스(사진)'를 출시했다. 기존 안면인식 적외선 카메라가 피부 1곳 체온만 측정해 오차 범위가 넓은데 반해 엠바이오,http://www.fnnews.com/news/202101191757112738
2021-01-19 00:00:00,"턴어라운드 기대감, 현대차그룹주 질주",현대차그룹주가 미래차 중심의 사업 구조 전환이 가속화되며 몸집을 빠르게 불리고 있다. 신차 효과와 'E-GMP' (전기차 전용 플랫폼) 기반 전기차 출시에 따른 실적 턴어라운드 기,http://www.fnnews.com/news/202101191753505776
2021-01-19 00:00:00,"더 글렌리벳, 새 광고 '오리지널 바이 트레디션' 공개",[파이낸셜뉴스] 더 글렌리벳은 새로운 광고 캠페인 '오리지널 바이 트레디션(Original By Tradition)'을 공개했다고 19일 밝혔다. 이번 광고 캠페인 영상에서는 어떠,http://www.fnnews.com/news/202101190823268109
2021-01-19 00:00:00,"결혼자금 이만큼 바래봤다.. 女 ""1억44만원"" 男은?","[파이낸셜뉴스] 듀오가 지난 12월 29일부터 1월 4일까지 결혼 생각이 있는 미혼남녀 총 500명(남 250명, 여 250명)을 대상으로 '결혼자금'에 관한 설문조사를 실시했다.",http://www.fnnews.com/news/202101190932036688
2021-01-19 00:00:00,"뉴욕주, 화이자에서 백신 직구",[파이낸셜뉴스] 미국 뉴욕주 할럼의 한 양로원에서 15일(현지시간) 노인들이 코로나19 백신 접종을 위해 기다리고 있다. 사진=AP뉴시스 앤드루 쿠오모 미국 뉴욕주지사가 화이자에 ,http://www.fnnews.com/news/202101190443451431
2021-01-19 00:00:00,정하영 김포시장 “코로나19 예방접종 추진단 발족”,정하영 김포시장 18일 코로나19 대책회의 주재. 사진제공=김포시 【파이낸셜뉴스 경기=강근주 기자】 김포시가 18일 코로나19 백신접종 추진단을 구성하고 예방접종 준비작업에 돌입했,http://www.fnnews.com/news/202101190023399851
2021-01-19 00:00:00,중소기업인 신년 인사회,19일 오후 서울 여의도 중소기업중앙회에서 열린 중소기업인 신년 인사회에 영선 중소벤처기업부 장관과 김종인 국민의힘 비상대책위원장이 인사를 하고 있다.사진=박범준 기자 19일 오후,http://www.fnnews.com/news/202101191713030612
2021-01-19 00:00:00,"주진우 ""삼성 '이재용 집유' 예상하고 파티준비를…그런데 변수가""","방송인 주진우씨(오른쪽)는 19일 TBS '김어준의 뉴스공장'에서 삼성그룹이 이재용 부회장 집행유예를 확신했지만 연말 분위기가 급변, 실형이 내려졌다고 주장했다. (SNS 갈무리)",http://www.fnnews.com/news/202012222048167734
2021-01-19 00:00:00,더불어민주당 4.7 재보선 공관위 회의,19일 오전 국회에서 열린 더불어민주당 4.7 제보선 공관위 회의에서 이낙연 대표가 참석자들과 기념촬영을 하고 있다. 2021.01.19 사진=박범준 기자 19일 오전 국회에서 열,http://www.fnnews.com/news/202101191040353404
2021-01-20 00:00:00,"대우조선해양, 한국전력기술과 해상풍력 변전설비 공동 개발",19일 대우조선해양 본사인 옥포조선소에서 열린 ‘해상풍력 변전설비시장 진출을 위한 양해각서 체결식’에서 대우조선해양 기술본부장 우제혁 전무(왼쪽)와 한국전력기술 에너지신사업 본부장,http://www.fnnews.com/news/202101200920170650
2021-01-20 00:00:00,"행안부, 조류독감 방지 '특교세 19억8000만원' 지원",[파이낸셜뉴스] 뉴스1 행정안전부는 20일 조류인플루엔자(AI) 추가 확산 방지를 위해 농장초소 추가 운영에 필요한 특별교부세 19억8000만원을 긴급 지원한다고 밝혔다. △경남 ,http://www.fnnews.com/news/202101200906511096
2021-01-20 00:00:00,전남서 하루새 코로나19 확진자 9명 발생...누적 678명,강영구 전남도 보건복지국장이 코로나19 확진자 발생에 따른 브리핑을 하고 있다.사진=전남도 제공 【파이낸셜뉴스 무안=황태종 기자】전남에서 하루 사이 코로나19 확진자 9명이 추가 ,http://www.fnnews.com/news/202101200931301318
2021-01-20 00:00:00,"""백신접종 증명없으면 이동 불가"" 유럽, '백신여권' 도입할듯",[서울=뉴시스] /사진=뉴시스 [파이낸셜뉴스] EU(유럽연합)가 올 여름부터 코로나19 백신 접종을 맞은 사람에게 '백신여권'을 발급하는 방안에 대한 논의를 시작한다. 백신 여권은,http://www.fnnews.com/news/202101200716194761
2021-01-20 00:00:00,"트럼프 ""곧 다시 볼 것"" 송별인사..백악관 떠나",퇴임하는 도널드 트럼프 미국 대통령이 20일(현지시간) 메릴랜드주 앤드루스 합동군사기지에서 부인 멜라니아가 보는 가운데 지지자들 앞에서 고별 연설을 하고 있다. 연설후 트럼프 부부,http://www.fnnews.com/news/202101202246472354
2021-01-20 00:00:00,고위당정협의회 발언하는 홍남기 부총리,홍남기 경제부총리 겸 기획재정부 장관이 20일 오전 서울 여의도 국회에서 열린 고위당정협의회에서 발언을 하고 있다. 사진=서동일 기자 홍남기 경제부총리 겸 기획재정부 장관이 20일,http://www.fnnews.com/news/202101200922454772
2021-01-20 00:00:00,"동네 빵집 찾은 이낙연, ""어려운 시기 함께 극복하자""",이낙연 더불어민주당 대표가 '한끼 포장' 캠페인 두 번째 행선지로 통인시장 옆 동네빵집을 찾아 빵을 구매하고 있다. 사진=이낙연 대표 SNS [파이낸셜뉴스] 이낙연 더불어민주당 대,http://www.fnnews.com/news/202101202258278226
2021-01-20 00:00:00,"오비맥주 ""카스0.0가 필요한 워킹대디 사연, 일러스트로 소개""",주노의 일러스트로 재구성한 직장인아빠 '봄이 아빠' 사연의 일부 [파이낸셜뉴스] 오비맥주는 비알코올 음료 '카스0.0'의 제대로 즐기는 법을 알리기 위해 실시한 '스마트 초이스' ,http://www.fnnews.com/news/202101200904481118
2021-01-20 00:00:00,"본죽·본죽&비빔밥 카페, 앤어워드 위너 수상",[파이낸셜뉴스] 죽 전문점 본죽과 한식 캐주얼 다이닝 레스토랑 본죽&비빔밥 카페는 6쪽마늘닭죽 광고 영상이 2020년 앤어워드 디지털 광고&캠페인 식음료 분야에서 위너(Winner,http://www.fnnews.com/news/202101200900040790
2021-01-20 00:00:00,"취임식 앞둔 워싱턴 보안 경보 격상, 사제폭탄 수사",미국 대통령 취임식을 하루 앞둔 19일(현지시간) 행사장인 연방의회 의사당 앞으로 군용 차량들이 지나가고 있다.로이터뉴스1 오는 20일(현지시간) 열리는 미국 대통령 취임식을 앞두,http://www.fnnews.com/news/202101200852465331
2021-01-20 00:00:00,"日 백신, 2월 우선 접종→5월 일반 접종→7월 완료",지난 18일 일본 도쿄 시부야 거리. AP뉴시스 【도쿄=조은효 특파원】 일본 정부가 다음달부터 코로나19 백신 '우선 접종' 시작에 이어 대다수 일반 국민들에 대한 접종 개시 시점,http://www.fnnews.com/news/202101201102501636
2021-01-20 00:00:00,"성남시, 중고생·학교밖 청소년에 '학습도우미 지원'",【파이낸셜뉴스 성남=장충식 기자】 경기도 성남시는 취약계층 중·고등학생과 학교밖 청소년 70명에게 오는 3월부터 12월까지 대학생 학습도우미를 지원한다고 20일 밝혔다. 1대1 매,http://www.fnnews.com/news/202101200940413390
2021-01-20 00:00:00,"주한미군, 용산기지 자택대기령 24일까지 연장",[서울=뉴시스]정부는 11일 미국과 제201차 주한미군지위협정(SOFA) 합동위원회를 화상으로 열고 11개 미군기지와 용산기지 2개 구역 등 모두 12개 기지를 반환받기로 했다고 ,http://www.fnnews.com/news/202101201113226212
2021-01-20 00:00:00,<인사> 브레인자산운용,◆ 브레인자산운용 <승진> △자산운용본부 본부장/CIO 김태준 전무이사,http://www.fnnews.com/news/202101201221323963
2021-01-20 00:00:00,범죄사실만 27건...'정인이 사건' 양부 책임은?,[파이낸셜뉴스] 검찰이 입양된 지 10개월 만에 사망한 정인양(입양 후 안율하·사망 당시 16개월) 사건에서 직접 가격 7건을 포함해 범죄사실 27건을 공소장에 적시했다. 검찰은 ,http://www.fnnews.com/news/202101201051415374
2021-01-20 00:00:00,"이재명, 2차 경기도 재난기본소득 지급 '오늘 11시 발표'","【파이낸셜뉴스 수원=장충식 기자】 이재명 경기도지사가 20일 논란을 빚은 '2차 경기도 재난기본소득' 지급을 확정, 발표한다. 경기도에 따르면 이 지사는 이날 오전 11시 비대면 ",http://www.fnnews.com/news/202101200905133253
2021-01-20 00:00:00,"아시아태평양 투자자 60% ""올해 부동산 매입 확대할 것”",[파이낸셜뉴스] 아시아태평양 투자자의 60%가 올해 부동산 매입을 확대할 계획을 밝혔다. 가장 많은 투자자들이 선호한 지역은 도쿄로 조사된 가운데 서울도 처음으로 3위에 올랐다. ,http://www.fnnews.com/news/202101201110141421
2021-01-20 00:00:00,"바이든의 美 개막‥""동맹 협력 회복·자국중심주의 유지""",무협 제공 [파이낸셜뉴스] 미국 바이든 행정부의 통상정책은 동맹국과의 협력 관계를 회복하면서 동시에 자국 산업보호 기조를 유지할 것이란 분석이 나왔다. 한국무역협회 국제무역통상연구,http://www.fnnews.com/news/202101201258325976
2021-01-20 00:00:00,"이재명 ""경기도 전 도민에 1인당 10만원씩 지급""",이재명 경기지사가 지난 14일 서울 여의도 국회 의원회관에서 열린 '군사시설 보호구역 해제 및 완화 당정협의'에서 발언하고 있다. /사진=뉴시스 [파이낸셜뉴스] 이재명 경기지사가 ,http://www.fnnews.com/news/202101200826462942
2021-01-20 00:00:00,"美 ""대북정책 재검토""… 남북관계 개선 나선 한국에 '불똥' [美 바이든 시대 한반도정책 대전환]",조 바이든 제46대 미국 대통령이 취임식 하루 전인 19일(현지시간) 워싱턴DC로 떠나기 전 미 델라웨어주 뉴캐슬에서 연설하고 있다. 그는 이 자리에서 먼저 세상을 떠난 장남 보 ,http://www.fnnews.com/news/202101201824078966
2021-01-20 00:00:00,효성티앤씨 친환경 섬유로 노스페이스 옷 만든다,"효성의 친환경 섬유 '리젠제주'로 만든 옷 [파이낸셜뉴스] ""환경문제에 책임감을 갖고 친환경 제품 개발로 업계를 선도하겠다""는 조현준 효성 회장의 경영철학에 따라, 효성티앤씨가 세",http://www.fnnews.com/news/202101201135566985
